location,station,wtr_temp,dissolved_o2,o2_saturation,PumpCycle,run,datetime,start_datetime,end_datetime
F3,9,15.628,1.583,15.911555,2,1,2022-05-19T15:50:00Z,2022-05-19T15:48:28Z,2022-05-19T16:28:35Z
F3,9,15.722,2.059,20.737634,2,1,2022-05-19T16:00:00Z,2022-05-19T15:48:28Z,2022-05-19T16:28:35Z
F3,9,15.679,1.98,19.923687,2,1,2022-05-19T16:10:00Z,2022-05-19T15:48:28Z,2022-05-19T16:28:35Z
F3,9,15.688,1.661,16.71697,2,1,2022-05-19T16:20:00Z,2022-05-19T15:48:28Z,2022-05-19T16:28:35Z
F3,9,15.628,1.66,16.685522,NA,NA,2022-05-19T16:30:00Z,NA,NA
F3,9,15.628,1.826,18.354074,NA,NA,2022-05-19T16:40:00Z,NA,NA
F3,9,15.714,1.832,18.44821,NA,NA,2022-05-19T16:50:00Z,NA,NA
F3,9,15.696,2.001,20.142303,3,1,2022-05-19T17:00:00Z,2022-05-19T16:52:50Z,2022-05-19T17:32:56Z
F3,9,15.688,1.986,19.9879,3,1,2022-05-19T17:10:00Z,2022-05-19T16:52:50Z,2022-05-19T17:32:56Z
F3,9,15.714,1.952,19.656608,3,1,2022-05-19T17:20:00Z,2022-05-19T16:52:50Z,2022-05-19T17:32:56Z
F3,9,15.765,2.014,20.303007,3,1,2022-05-19T17:30:00Z,2022-05-19T16:52:50Z,2022-05-19T17:32:56Z
F3,9,15.739,2.002,20.170856,NA,NA,2022-05-19T17:40:00Z,NA,NA
F3,9,15.739,2.098,21.13809,NA,NA,2022-05-19T17:50:00Z,NA,NA
F3,9,15.816,1.27,12.816703,4,1,2022-05-19T18:00:00Z,2022-05-19T17:57:10Z,2022-05-19T18:37:14Z
F3,9,15.833,2.013,20.322332,4,1,2022-05-19T18:10:00Z,2022-05-19T17:57:10Z,2022-05-19T18:37:14Z
F3,9,15.791,2.063,20.808494,4,1,2022-05-19T18:20:00Z,2022-05-19T17:57:10Z,2022-05-19T18:37:14Z
F3,9,15.842,1.933,19.518426,4,1,2022-05-19T18:30:00Z,2022-05-19T17:57:10Z,2022-05-19T18:37:14Z
F3,9,15.859,1.96,19.798217,NA,NA,2022-05-19T18:40:00Z,NA,NA
F3,9,15.867,2.097,21.185677,NA,NA,2022-05-19T18:50:00Z,NA,NA
F3,9,15.919,2.161,21.85641,NA,NA,2022-05-19T19:00:00Z,NA,NA
F3,9,15.885,2.122,21.446457,5,1,2022-05-19T19:10:00Z,2022-05-19T19:01:27Z,2022-05-19T19:41:34Z
F3,9,15.893,2.166,21.894876,5,1,2022-05-19T19:20:00Z,2022-05-19T19:01:27Z,2022-05-19T19:41:34Z
F3,9,15.961,2.233,22.604779,5,1,2022-05-19T19:30:00Z,2022-05-19T19:01:27Z,2022-05-19T19:41:34Z
F3,9,16.055,2.217,22.487619,5,1,2022-05-19T19:40:00Z,2022-05-19T19:01:27Z,2022-05-19T19:41:34Z
F3,9,16.013,2.299,23.298603,NA,NA,2022-05-19T19:50:00Z,NA,NA
F3,9,16.081,2.254,22.875524,NA,NA,2022-05-19T20:00:00Z,NA,NA
F3,9,16.004,2.417,24.489765,6,1,2022-05-19T20:10:00Z,2022-05-19T20:05:46Z,2022-05-19T20:45:50Z
F3,9,16.055,2.396,24.303263,6,1,2022-05-19T20:20:00Z,2022-05-19T20:05:46Z,2022-05-19T20:45:50Z
F3,9,16.038,2.296,23.280543,6,1,2022-05-19T20:30:00Z,2022-05-19T20:05:46Z,2022-05-19T20:45:50Z
F3,9,16.089,2.069,21.001545,6,1,2022-05-19T20:40:00Z,2022-05-19T20:05:46Z,2022-05-19T20:45:50Z
F3,9,16.081,2.144,21.75915,NA,NA,2022-05-19T20:50:00Z,NA,NA
F3,9,16.089,2.393,24.290333,NA,NA,2022-05-19T21:00:00Z,NA,NA
F3,9,16.107,2.346,23.822339,NA,NA,2022-05-19T21:10:00Z,NA,NA
F3,9,16.055,0.625,6.339541,7,1,2022-05-19T21:20:00Z,2022-05-19T21:10:01Z,2022-05-19T21:50:06Z
F3,9,16.064,0.62,6.290024,7,1,2022-05-19T21:30:00Z,2022-05-19T21:10:01Z,2022-05-19T21:50:06Z
F3,9,16.013,0.635,6.435238,7,1,2022-05-19T21:40:00Z,2022-05-19T21:10:01Z,2022-05-19T21:50:06Z
F3,9,16.03,0.708,7.177625,7,1,2022-05-19T21:50:00Z,2022-05-19T21:10:01Z,2022-05-19T21:50:06Z
F3,9,16.047,0.762,7.727857,NA,NA,2022-05-19T22:00:00Z,NA,NA
F3,9,16.055,0.819,8.307334,NA,NA,2022-05-19T22:10:00Z,NA,NA
F3,9,16.021,0.873,8.848688,8,1,2022-05-19T22:20:00Z,2022-05-19T22:14:16Z,2022-05-19T22:54:22Z
F3,9,16.047,0.901,9.137532,8,1,2022-05-19T22:30:00Z,2022-05-19T22:14:16Z,2022-05-19T22:54:22Z
F3,9,16.038,1.492,15.128297,8,1,2022-05-19T22:40:00Z,2022-05-19T22:14:16Z,2022-05-19T22:54:22Z
F3,9,16.004,1.588,16.09009,8,1,2022-05-19T22:50:00Z,2022-05-19T22:14:16Z,2022-05-19T22:54:22Z
F3,9,15.979,1.567,15.868889,NA,NA,2022-05-19T23:00:00Z,NA,NA
F3,9,15.987,1.576,15.962742,NA,NA,2022-05-19T23:10:00Z,NA,NA
F3,9,15.979,1.538,15.575208,9,1,2022-05-19T23:20:00Z,2022-05-19T23:18:32Z,2022-05-19T23:58:38Z
F3,9,15.996,1.562,15.823963,9,1,2022-05-19T23:30:00Z,2022-05-19T23:18:32Z,2022-05-19T23:58:38Z
F3,9,15.953,1.719,17.398573,9,1,2022-05-19T23:40:00Z,2022-05-19T23:18:32Z,2022-05-19T23:58:38Z
F3,9,15.961,1.894,19.173064,9,1,2022-05-19T23:50:00Z,2022-05-19T23:18:32Z,2022-05-19T23:58:38Z
F3,9,15.927,1.821,18.420772,NA,NA,2022-05-20T00:00:00Z,NA,NA
F3,9,15.936,1.804,18.252294,NA,NA,2022-05-20T00:10:00Z,NA,NA
F3,9,15.953,1.864,18.866167,NA,NA,2022-05-20T00:20:00Z,NA,NA
F3,9,15.902,1.916,19.371473,10,1,2022-05-20T00:30:00Z,2022-05-20T00:22:47Z,2022-05-20T01:02:54Z
F3,9,15.893,1.99,20.115791,10,1,2022-05-20T00:40:00Z,2022-05-20T00:22:47Z,2022-05-20T01:02:54Z
F3,9,15.902,2.022,20.443172,10,1,2022-05-20T00:50:00Z,2022-05-20T00:22:47Z,2022-05-20T01:02:54Z
F3,9,15.876,2.013,20.340931,10,1,2022-05-20T01:00:00Z,2022-05-20T00:22:47Z,2022-05-20T01:02:54Z
F3,9,15.859,2.036,20.565903,NA,NA,2022-05-20T01:10:00Z,NA,NA
F3,9,15.833,2.05,20.695867,NA,NA,2022-05-20T01:20:00Z,NA,NA
F3,9,15.825,2.087,21.065815,11,1,2022-05-20T01:30:00Z,2022-05-20T01:27:02Z,2022-05-20T02:07:09Z
F3,9,15.791,2.108,21.262388,11,1,2022-05-20T01:40:00Z,2022-05-20T01:27:02Z,2022-05-20T02:07:09Z
F3,9,15.773,2.106,21.234072,11,1,2022-05-20T01:50:00Z,2022-05-20T01:27:02Z,2022-05-20T02:07:09Z
F3,9,15.773,2.112,21.294568,11,1,2022-05-20T02:00:00Z,2022-05-20T01:27:02Z,2022-05-20T02:07:09Z
F3,9,15.765,2.199,22.16798,NA,NA,2022-05-20T02:10:00Z,NA,NA
F3,9,15.756,2.314,23.322815,NA,NA,2022-05-20T02:20:00Z,NA,NA
F3,9,15.722,2.522,25.400832,NA,NA,2022-05-20T02:30:00Z,NA,NA
F3,9,15.705,2.505,25.220468,12,1,2022-05-20T02:40:00Z,2022-05-20T02:31:17Z,2022-05-20T03:11:21Z
F3,9,15.679,2.553,25.689481,12,1,2022-05-20T02:50:00Z,2022-05-20T02:31:17Z,2022-05-20T03:11:21Z
F3,9,15.645,2.533,25.469742,12,1,2022-05-20T03:00:00Z,2022-05-20T02:31:17Z,2022-05-20T03:11:21Z
F3,9,15.619,2.504,25.164166,12,1,2022-05-20T03:10:00Z,2022-05-20T02:31:17Z,2022-05-20T03:11:21Z
F3,9,15.594,2.553,25.642896,NA,NA,2022-05-20T03:20:00Z,NA,NA
F3,9,15.568,2.541,25.508187,NA,NA,2022-05-20T03:30:00Z,NA,NA
F3,9,15.508,2.53,25.365188,13,1,2022-05-20T03:40:00Z,2022-05-20T03:35:28Z,2022-05-20T04:15:35Z
F3,9,15.517,2.624,26.312677,13,1,2022-05-20T03:50:00Z,2022-05-20T03:35:28Z,2022-05-20T04:15:35Z
F3,9,15.457,2.656,26.599376,13,1,2022-05-20T04:00:00Z,2022-05-20T03:35:28Z,2022-05-20T04:15:35Z
F3,9,15.431,2.667,26.694665,13,1,2022-05-20T04:10:00Z,2022-05-20T03:35:28Z,2022-05-20T04:15:35Z
F3,9,15.414,2.742,27.435362,NA,NA,2022-05-20T04:20:00Z,NA,NA
F3,9,15.354,2.704,27.020359,NA,NA,2022-05-20T04:30:00Z,NA,NA
F3,9,15.319,2.716,27.119891,14,1,2022-05-20T04:40:00Z,2022-05-20T04:39:41Z,2022-05-20T05:19:48Z
F3,9,15.294,2.528,25.22912,14,1,2022-05-20T04:50:00Z,2022-05-20T04:39:41Z,2022-05-20T05:19:48Z
F3,9,15.268,2.424,24.177704,14,1,2022-05-20T05:00:00Z,2022-05-20T04:39:41Z,2022-05-20T05:19:48Z
F3,9,15.251,2.518,25.106115,14,1,2022-05-20T05:10:00Z,2022-05-20T04:39:41Z,2022-05-20T05:19:48Z
F3,9,15.242,2.599,25.908725,NA,NA,2022-05-20T05:20:00Z,NA,NA
F3,9,15.233,2.298,22.903706,NA,NA,2022-05-20T05:30:00Z,NA,NA
F3,9,15.19,2.4,23.898206,NA,NA,2022-05-20T05:40:00Z,NA,NA
F3,9,15.165,2.505,24.930336,15,1,2022-05-20T05:50:00Z,2022-05-20T05:43:55Z,2022-05-20T06:24:01Z
F3,9,15.139,2.482,24.68761,15,1,2022-05-20T06:00:00Z,2022-05-20T05:43:55Z,2022-05-20T06:24:01Z
F3,9,15.122,2.395,23.81353,15,1,2022-05-20T06:10:00Z,2022-05-20T05:43:55Z,2022-05-20T06:24:01Z
F3,9,15.096,2.435,24.197691,15,1,2022-05-20T06:20:00Z,2022-05-20T05:43:55Z,2022-05-20T06:24:01Z
F3,9,15.096,2.4,23.84988,NA,NA,2022-05-20T06:30:00Z,NA,NA
F3,9,15.096,2.483,24.674689,NA,NA,2022-05-20T06:40:00Z,NA,NA
F3,9,15.079,2.471,24.546443,16,1,2022-05-20T06:50:00Z,2022-05-20T06:48:09Z,2022-05-20T07:28:13Z
F3,9,15.053,2.41,23.927063,16,1,2022-05-20T07:00:00Z,2022-05-20T06:48:09Z,2022-05-20T07:28:13Z
F3,9,15.07,2.306,22.90292,16,1,2022-05-20T07:10:00Z,2022-05-20T06:48:09Z,2022-05-20T07:28:13Z
F3,9,15.027,2.013,19.974345,16,1,2022-05-20T07:20:00Z,2022-05-20T06:48:09Z,2022-05-20T07:28:13Z
F3,9,15.01,1.965,19.490905,NA,NA,2022-05-20T07:30:00Z,NA,NA
F3,9,15.036,2.079,20.633247,NA,NA,2022-05-20T07:40:00Z,NA,NA
F3,9,14.984,2.252,22.325133,NA,NA,2022-05-20T07:50:00Z,NA,NA
F3,9,14.975,1.932,19.149101,17,1,2022-05-20T08:00:00Z,2022-05-20T07:52:21Z,2022-05-20T08:32:28Z
F3,9,14.984,1.942,19.251958,17,1,2022-05-20T08:10:00Z,2022-05-20T07:52:21Z,2022-05-20T08:32:28Z
F3,9,14.993,1.995,19.781215,17,1,2022-05-20T08:20:00Z,2022-05-20T07:52:21Z,2022-05-20T08:32:28Z
F3,9,14.967,2.006,19.87912,17,1,2022-05-20T08:30:00Z,2022-05-20T07:52:21Z,2022-05-20T08:32:28Z
F3,9,14.967,1.869,18.521474,NA,NA,2022-05-20T08:40:00Z,NA,NA
F3,9,14.958,1.944,19.260966,NA,NA,2022-05-20T08:50:00Z,NA,NA
F3,9,14.958,1.887,18.696215,18,1,2022-05-20T09:00:00Z,2022-05-20T08:56:36Z,2022-05-20T09:36:40Z
F3,9,14.967,1.749,17.332294,18,1,2022-05-20T09:10:00Z,2022-05-20T08:56:36Z,2022-05-20T09:36:40Z
F3,9,14.941,1.892,18.738871,18,1,2022-05-20T09:20:00Z,2022-05-20T08:56:36Z,2022-05-20T09:36:40Z
F3,9,14.941,1.979,19.600542,18,1,2022-05-20T09:30:00Z,2022-05-20T08:56:36Z,2022-05-20T09:36:40Z
F3,9,14.95,2.035,20.159101,NA,NA,2022-05-20T09:40:00Z,NA,NA
F3,9,14.958,1.945,19.270874,NA,NA,2022-05-20T09:50:00Z,NA,NA
F3,9,14.95,1.902,18.841577,NA,NA,2022-05-20T10:00:00Z,NA,NA
F3,9,14.95,1.934,19.158575,19,1,2022-05-20T10:10:00Z,2022-05-20T10:00:49Z,2022-05-20T10:40:55Z
F3,9,14.958,2.102,20.826415,19,1,2022-05-20T10:20:00Z,2022-05-20T10:00:49Z,2022-05-20T10:40:55Z
F3,9,14.984,1.958,19.410573,19,1,2022-05-20T10:30:00Z,2022-05-20T10:00:49Z,2022-05-20T10:40:55Z
F3,9,14.975,1.929,19.119367,19,1,2022-05-20T10:40:00Z,2022-05-20T10:00:49Z,2022-05-20T10:40:55Z
F3,9,14.993,2.052,20.346393,NA,NA,2022-05-20T10:50:00Z,NA,NA
F3,9,14.984,2.01,19.926074,NA,NA,2022-05-20T11:00:00Z,NA,NA
F3,9,15.01,2.167,21.49455,20,1,2022-05-20T11:10:00Z,2022-05-20T11:05:04Z,2022-05-20T11:45:08Z
F3,9,15.018,2.191,21.736359,20,1,2022-05-20T11:20:00Z,2022-05-20T11:05:04Z,2022-05-20T11:45:08Z
F3,9,15.018,2.266,22.480415,20,1,2022-05-20T11:30:00Z,2022-05-20T11:05:04Z,2022-05-20T11:45:08Z
F3,9,15.018,2.254,22.361366,20,1,2022-05-20T11:40:00Z,2022-05-20T11:05:04Z,2022-05-20T11:45:08Z
F3,9,15.044,2.324,23.068756,NA,NA,2022-05-20T11:50:00Z,NA,NA
F3,9,15.087,2.287,22.72254,NA,NA,2022-05-20T12:00:00Z,NA,NA
F3,9,15.087,2.388,23.726028,21,1,2022-05-20T12:10:00Z,2022-05-20T12:09:18Z,2022-05-20T12:49:23Z
F3,9,15.104,2.257,22.432692,21,1,2022-05-20T12:20:00Z,2022-05-20T12:09:18Z,2022-05-20T12:49:23Z
F3,9,15.113,1.907,18.957661,21,1,2022-05-20T12:30:00Z,2022-05-20T12:09:18Z,2022-05-20T12:49:23Z
F3,9,15.165,2.332,23.2086,21,1,2022-05-20T12:40:00Z,2022-05-20T12:09:18Z,2022-05-20T12:49:23Z
F3,9,15.156,2.447,24.348388,NA,NA,2022-05-20T12:50:00Z,NA,NA
F3,9,15.19,2.256,22.464314,NA,NA,2022-05-20T13:00:00Z,NA,NA
F3,9,15.19,1.893,18.84971,NA,NA,2022-05-20T13:10:00Z,NA,NA
F3,9,15.233,1.922,19.156189,22,1,2022-05-20T13:20:00Z,2022-05-20T13:13:33Z,2022-05-20T13:53:38Z
F3,9,15.233,1.721,17.152862,22,1,2022-05-20T13:30:00Z,2022-05-20T13:13:33Z,2022-05-20T13:53:38Z
F3,9,15.259,1.936,19.306511,22,1,2022-05-20T13:40:00Z,2022-05-20T13:13:33Z,2022-05-20T13:53:38Z
F3,9,15.268,2.288,22.8212,22,1,2022-05-20T13:50:00Z,2022-05-20T13:13:33Z,2022-05-20T13:53:38Z
F3,9,15.276,2.319,23.134379,NA,NA,2022-05-20T14:00:00Z,NA,NA
F3,9,15.311,2.099,20.955403,NA,NA,2022-05-20T14:10:00Z,NA,NA
F3,9,15.328,2.221,22.181487,23,1,2022-05-20T14:20:00Z,2022-05-20T14:17:48Z,2022-05-20T14:57:55Z
F3,9,15.319,2.275,22.716404,23,1,2022-05-20T14:30:00Z,2022-05-20T14:17:48Z,2022-05-20T14:57:55Z
F3,9,15.302,1.986,19.823434,23,1,2022-05-20T14:40:00Z,2022-05-20T14:17:48Z,2022-05-20T14:57:55Z
F3,9,15.302,2.243,22.388702,23,1,2022-05-20T14:50:00Z,2022-05-20T14:17:48Z,2022-05-20T14:57:55Z
F3,9,15.354,2.29,22.883366,NA,NA,2022-05-20T15:00:00Z,NA,NA
F3,9,15.371,2.463,24.621087,NA,NA,2022-05-20T15:10:00Z,NA,NA
F3,9,15.397,2.458,24.584809,NA,NA,2022-05-20T15:20:00Z,NA,NA
F3,9,15.405,2.404,24.048828,24,1,2022-05-20T15:30:00Z,2022-05-20T15:22:06Z,2022-05-20T16:02:13Z
F3,9,15.474,2.383,23.874019,24,1,2022-05-20T15:40:00Z,2022-05-20T15:22:06Z,2022-05-20T16:02:13Z
F3,9,15.465,2.443,24.47041,24,1,2022-05-20T15:50:00Z,2022-05-20T15:22:06Z,2022-05-20T16:02:13Z
F3,9,15.482,2.441,24.459279,24,1,2022-05-20T16:00:00Z,2022-05-20T15:22:06Z,2022-05-20T16:02:13Z
F3,9,15.499,2.428,24.337872,NA,NA,2022-05-20T16:10:00Z,NA,NA
F3,9,15.517,2.331,23.374562,NA,NA,2022-05-20T16:20:00Z,NA,NA
F3,9,15.534,2.249,22.560495,25,1,2022-05-20T16:30:00Z,2022-05-20T16:26:24Z,2022-05-20T17:06:29Z
F3,9,15.534,2.3,23.072093,25,1,2022-05-20T16:40:00Z,2022-05-20T16:26:24Z,2022-05-20T17:06:29Z
F3,9,15.551,2.209,22.167299,25,1,2022-05-20T16:50:00Z,2022-05-20T16:26:24Z,2022-05-20T17:06:29Z
F3,9,15.594,2.051,20.600698,25,1,2022-05-20T17:00:00Z,2022-05-20T16:26:24Z,2022-05-20T17:06:29Z
F3,9,15.594,2.122,21.313837,NA,NA,2022-05-20T17:10:00Z,NA,NA
F3,9,15.594,2.216,22.257994,NA,NA,2022-05-20T17:20:00Z,NA,NA
F3,9,15.602,2.234,22.442626,NA,NA,2022-05-20T17:30:00Z,NA,NA
F3,9,15.645,2.145,21.568337,26,1,2022-05-20T17:40:00Z,2022-05-20T17:30:40Z,2022-05-20T18:10:45Z
F3,9,15.636,2.155,21.664725,26,1,2022-05-20T17:50:00Z,2022-05-20T17:30:40Z,2022-05-20T18:10:45Z
F3,9,15.577,2.079,20.87435,26,1,2022-05-20T18:00:00Z,2022-05-20T17:30:40Z,2022-05-20T18:10:45Z
F3,9,15.611,1.938,19.472772,26,1,2022-05-20T18:10:00Z,2022-05-20T17:30:40Z,2022-05-20T18:10:45Z
F3,9,15.654,1.85,18.605636,NA,NA,2022-05-20T18:20:00Z,NA,NA
F3,9,15.688,1.874,18.860687,NA,NA,2022-05-20T18:30:00Z,NA,NA
F3,9,15.628,2.057,20.675975,27,1,2022-05-20T18:40:00Z,2022-05-20T18:34:56Z,2022-05-20T19:15:00Z
F3,9,15.688,1.984,19.967771,27,1,2022-05-20T18:50:00Z,2022-05-20T18:34:56Z,2022-05-20T19:15:00Z
F3,9,15.671,1.898,19.095305,27,1,2022-05-20T19:00:00Z,2022-05-20T18:34:56Z,2022-05-20T19:15:00Z
F3,9,15.662,1.817,18.276873,27,1,2022-05-20T19:10:00Z,2022-05-20T18:34:56Z,2022-05-20T19:15:00Z
F3,9,15.671,1.761,17.716982,NA,NA,2022-05-20T19:20:00Z,NA,NA
F3,9,15.679,1.856,18.675941,NA,NA,2022-05-20T19:30:00Z,NA,NA
F3,9,15.688,1.901,19.132426,28,1,2022-05-20T19:40:00Z,2022-05-20T19:39:11Z,2022-05-20T20:19:15Z
F3,9,15.654,1.975,19.862774,28,1,2022-05-20T19:50:00Z,2022-05-20T19:39:11Z,2022-05-20T20:19:15Z
F3,9,15.654,1.875,18.857064,28,1,2022-05-20T20:00:00Z,2022-05-20T19:39:11Z,2022-05-20T20:19:15Z
F3,9,15.636,1.748,17.573057,28,1,2022-05-20T20:10:00Z,2022-05-20T19:39:11Z,2022-05-20T20:19:15Z
F3,9,15.654,1.665,16.745073,NA,NA,2022-05-20T20:20:00Z,NA,NA
F3,9,15.662,1.608,16.17458,NA,NA,2022-05-20T20:30:00Z,NA,NA
F3,9,15.679,1.765,17.760256,NA,NA,2022-05-20T20:40:00Z,NA,NA
F3,9,15.662,1.726,17.36152,29,1,2022-05-20T20:50:00Z,2022-05-20T20:43:24Z,2022-05-20T21:23:31Z
F3,9,15.619,1.615,16.230083,29,1,2022-05-20T21:00:00Z,2022-05-20T20:43:24Z,2022-05-20T21:23:31Z
F3,9,15.636,1.54,15.481984,29,1,2022-05-20T21:10:00Z,2022-05-20T20:43:24Z,2022-05-20T21:23:31Z
F3,9,15.619,1.582,15.898447,29,1,2022-05-20T21:20:00Z,2022-05-20T20:43:24Z,2022-05-20T21:23:31Z
F3,9,15.611,1.802,18.106262,NA,NA,2022-05-20T21:30:00Z,NA,NA
F3,9,15.594,1.94,19.485789,NA,NA,2022-05-20T21:40:00Z,NA,NA
F3,9,15.577,2.229,22.380436,30,1,2022-05-20T21:50:00Z,2022-05-20T21:47:39Z,2022-05-20T22:27:44Z
F3,9,15.534,2.214,22.209397,30,1,2022-05-20T22:00:00Z,2022-05-20T21:47:39Z,2022-05-20T22:27:44Z
F3,9,15.508,2.181,21.866196,30,1,2022-05-20T22:10:00Z,2022-05-20T21:47:39Z,2022-05-20T22:27:44Z
F3,9,15.465,2.194,21.976292,30,1,2022-05-20T22:20:00Z,2022-05-20T21:47:39Z,2022-05-20T22:27:44Z
F3,9,15.457,2.107,21.101237,NA,NA,2022-05-20T22:30:00Z,NA,NA
F3,9,15.422,2.123,21.245536,NA,NA,2022-05-20T22:40:00Z,NA,NA
F3,9,15.397,1.979,19.793872,NA,NA,2022-05-20T22:50:00Z,NA,NA
F3,9,15.397,2.108,21.084124,31,1,2022-05-20T23:00:00Z,2022-05-20T22:51:51Z,2022-05-20T23:31:56Z
F3,9,15.336,2.091,20.886742,31,1,2022-05-20T23:10:00Z,2022-05-20T22:51:51Z,2022-05-20T23:31:56Z
F3,9,15.319,2.279,22.756345,31,1,2022-05-20T23:20:00Z,2022-05-20T22:51:51Z,2022-05-20T23:31:56Z
F3,9,15.311,2.039,20.356392,31,1,2022-05-20T23:30:00Z,2022-05-20T22:51:51Z,2022-05-20T23:31:56Z
F3,9,15.285,2.013,20.085602,NA,NA,2022-05-20T23:40:00Z,NA,NA
F3,9,15.251,1.915,19.093808,NA,NA,2022-05-20T23:50:00Z,NA,NA
F3,9,15.216,1.822,18.152872,32,1,2022-05-21T00:00:00Z,2022-05-20T23:56:03Z,2022-05-21T00:36:07Z
F3,9,15.182,2.09,20.807772,32,1,2022-05-21T00:10:00Z,2022-05-20T23:56:03Z,2022-05-21T00:36:07Z
F3,9,15.173,1.981,19.718762,32,1,2022-05-21T00:20:00Z,2022-05-20T23:56:03Z,2022-05-21T00:36:07Z
F3,9,15.13,2.184,21.719295,32,1,2022-05-21T00:30:00Z,2022-05-20T23:56:03Z,2022-05-21T00:36:07Z
F3,9,15.087,2.09,20.765242,NA,NA,2022-05-21T00:40:00Z,NA,NA
F3,9,15.07,1.746,17.341066,NA,NA,2022-05-21T00:50:00Z,NA,NA
F3,9,15.036,1.728,17.149712,NA,NA,2022-05-21T01:00:00Z,NA,NA
F3,9,15.027,1.721,17.076924,33,1,2022-05-21T01:10:00Z,2022-05-21T01:00:14Z,2022-05-21T01:40:18Z
F3,9,15.036,1.771,17.57647,33,1,2022-05-21T01:20:00Z,2022-05-21T01:00:14Z,2022-05-21T01:40:18Z
F3,9,15.001,1.752,17.374774,33,1,2022-05-21T01:30:00Z,2022-05-21T01:00:14Z,2022-05-21T01:40:18Z
F3,9,14.958,1.807,17.903583,33,1,2022-05-21T01:40:00Z,2022-05-21T01:00:14Z,2022-05-21T01:40:18Z
F3,9,14.941,1.825,18.075285,NA,NA,2022-05-21T01:50:00Z,NA,NA
F3,9,14.924,1.761,17.435005,NA,NA,2022-05-21T02:00:00Z,NA,NA
F3,9,14.881,1.823,18.03207,34,1,2022-05-21T02:10:00Z,2022-05-21T02:04:25Z,2022-05-21T02:44:30Z
F3,9,14.889,1.739,17.204167,34,1,2022-05-21T02:20:00Z,2022-05-21T02:04:25Z,2022-05-21T02:44:30Z
F3,9,14.855,1.725,17.053115,34,1,2022-05-21T02:30:00Z,2022-05-21T02:04:25Z,2022-05-21T02:44:30Z
F3,9,14.82,1.728,17.069835,34,1,2022-05-21T02:40:00Z,2022-05-21T02:04:25Z,2022-05-21T02:44:30Z
F3,9,14.803,1.774,17.51779,NA,NA,2022-05-21T02:50:00Z,NA,NA
F3,9,14.786,1.834,18.103606,NA,NA,2022-05-21T03:00:00Z,NA,NA
F3,9,14.777,1.676,16.540745,35,1,2022-05-21T03:10:00Z,2022-05-21T03:08:36Z,2022-05-21T03:48:41Z
F3,9,14.734,1.591,15.687235,35,1,2022-05-21T03:20:00Z,2022-05-21T03:08:36Z,2022-05-21T03:48:41Z
F3,9,14.743,1.663,16.400355,35,1,2022-05-21T03:30:00Z,2022-05-21T03:08:36Z,2022-05-21T03:48:41Z
F3,9,14.708,1.871,18.43763,35,1,2022-05-21T03:40:00Z,2022-05-21T03:08:36Z,2022-05-21T03:48:41Z
F3,9,14.691,1.915,18.864265,NA,NA,2022-05-21T03:50:00Z,NA,NA
F3,9,14.691,1.842,18.145157,NA,NA,2022-05-21T04:00:00Z,NA,NA
F3,9,14.665,1.796,17.682039,NA,NA,2022-05-21T04:10:00Z,NA,NA
F3,9,14.648,1.797,17.685354,36,1,2022-05-21T04:20:00Z,2022-05-21T04:12:47Z,2022-05-21T04:52:53Z
F3,9,14.63,1.821,17.914547,36,1,2022-05-21T04:30:00Z,2022-05-21T04:12:47Z,2022-05-21T04:52:53Z
F3,9,14.613,1.697,16.6885,36,1,2022-05-21T04:40:00Z,2022-05-21T04:12:47Z,2022-05-21T04:52:53Z
F3,9,14.613,1.852,18.212789,36,1,2022-05-21T04:50:00Z,2022-05-21T04:12:47Z,2022-05-21T04:52:53Z
F3,9,14.587,1.753,17.229471,NA,NA,2022-05-21T05:00:00Z,NA,NA
F3,9,14.57,1.821,17.891199,NA,NA,2022-05-21T05:10:00Z,NA,NA
F3,9,14.544,1.829,17.959638,37,1,2022-05-21T05:20:00Z,2022-05-21T05:17:00Z,2022-05-21T05:57:05Z
F3,9,14.527,1.832,17.982443,37,1,2022-05-21T05:30:00Z,2022-05-21T05:17:00Z,2022-05-21T05:57:05Z
F3,9,14.518,1.75,17.174188,37,1,2022-05-21T05:40:00Z,2022-05-21T05:17:00Z,2022-05-21T05:57:05Z
F3,9,14.484,1.657,16.249469,37,1,2022-05-21T05:50:00Z,2022-05-21T05:17:00Z,2022-05-21T05:57:05Z
F3,9,14.492,1.618,15.869778,NA,NA,2022-05-21T06:00:00Z,NA,NA
F3,9,14.466,1.709,16.75284,NA,NA,2022-05-21T06:10:00Z,NA,NA
F3,9,14.44,1.643,16.096738,NA,NA,2022-05-21T06:20:00Z,NA,NA
F3,9,14.432,1.571,15.388659,38,1,2022-05-21T06:30:00Z,2022-05-21T06:21:11Z,2022-05-21T07:01:17Z
F3,9,14.423,1.574,15.415021,38,1,2022-05-21T06:40:00Z,2022-05-21T06:21:11Z,2022-05-21T07:01:17Z
F3,9,14.414,1.654,16.195325,38,1,2022-05-21T06:50:00Z,2022-05-21T06:21:11Z,2022-05-21T07:01:17Z
F3,9,14.38,1.691,16.54534,38,1,2022-05-21T07:00:00Z,2022-05-21T06:21:11Z,2022-05-21T07:01:17Z
F3,9,14.371,1.745,17.070342,NA,NA,2022-05-21T07:10:00Z,NA,NA
